time,open,close,high,low,volume
2016-07-27 11:00:00,0.0038,0.0038,0.0038,0.0038,0.01
2016-07-27 16:00:00,0.0038,0.0025,0.0038,0.0025,0.10999999999999999
2016-07-27 17:00:00,0.0025,0.0022,0.019,0.0022,2178.1
2016-07-27 18:00:00,0.0024,0.002412,0.0028,0.00221,66974.80683366
2016-07-27 19:00:00,0.00241,0.0020721,0.002499,0.00203,137486.51187427988
2016-07-27 20:00:00,0.0020761,0.0021557,0.002188,0.002,89164.20659389997
2016-07-27 21:00:00,0.0021095,0.0022021,0.002299,0.00201,28416.232669350014
2016-07-27 22:00:00,0.0022231,0.002294,0.0023,0.002115,12121.834865139996
2016-07-27 23:00:00,0.0022899,0.0025439,0.002547,0.0022532,36622.61831086998
2016-07-28 00:00:00,0.00242,0.002202,0.002467,0.0022,19297.09861528
2016-07-28 01:00:00,0.0022713,0.00227,0.0024,0.0021,47388.22630396004
2016-07-28 02:00:00,0.00228,0.002391,0.0024,0.0022,16445.31147519
2016-07-28 03:00:00,0.002389,0.0023997,0.002451,0.0023,29946.09562261
2016-07-28 04:00:00,0.0023976,0.0023301,0.0024,0.00233,5961.62888327
2016-07-28 05:00:00,0.002331,0.002399,0.002399,0.00229,13235.009976719997
2016-07-28 06:00:00,0.002311,0.00238,0.0024458,0.002311,7768.528167469999
2016-07-28 07:00:00,0.002369,0.00233,0.0023847,0.0023,22014.337112290013
2016-07-28 08:00:00,0.00233,0.002397,0.0024,0.00227,34637.02734740002
2016-07-28 09:00:00,0.0023101,0.00235,0.002365,0.00227,9141.77199136
2016-07-28 10:00:00,0.00229,0.00244,0.00251,0.00228,37704.01647921
2016-07-28 11:00:00,0.0024399,0.002779,0.0028,0.002401,74197.36331255983
2016-07-28 12:00:00,0.0028,0.002742,0.00299,0.0027,72874.05754467993
2016-07-28 13:00:00,0.002744,0.0027552,0.00286,0.002602,40824.17461804002
2016-07-28 14:00:00,0.0027849,0.00265,0.002785,0.0025101,77550.49505857001
2016-07-28 15:00:00,0.00265,0.0027689,0.0027689,0.00259,119264.72318430993
2016-07-28 16:00:00,0.0027689,0.00278,0.002933,0.00274,124214.23848673001
2016-07-28 17:00:00,0.00278,0.002896,0.002896,0.0026676,70408.78214184003
2016-07-28 18:00:00,0.002799,0.002832,0.002839,0.0027265,44193.821625619996
2016-07-28 19:00:00,0.00284,0.00286,0.002979,0.002731,101481.25027162986
2016-07-28 20:00:00,0.0028995,0.002851,0.0029329,0.002845,19501.739582930008
2016-07-28 21:00:00,0.002851,0.0028,0.002851,0.002622,118732.4204308701
2016-07-28 22:00:00,0.0027976,0.00258,0.0028,0.0025065,118225.94665902988
2016-07-28 23:00:00,0.002597,0.002645,0.0027,0.0025,101639.4894951499
2016-07-29 00:00:00,0.0026252,0.002571,0.002694,0.002528,38214.062000250015
2016-07-29 01:00:00,0.00257,0.0025669,0.002585,0.0025,40145.76762372001
2016-07-29 02:00:00,0.002567,0.002546,0.0026239,0.00252,30175.48941041999
2016-07-29 03:00:00,0.002545,0.002445,0.0025699,0.002381,49921.71178435002
2016-07-29 04:00:00,0.002445,0.002416,0.002497,0.00239,87040.9494626899
2016-07-29 05:00:00,0.002416,0.0026669,0.002711,0.0023851,214751.67455569986
2016-07-29 06:00:00,0.0026639,0.0026,0.0026688,0.002545,58053.226320590016
2016-07-29 07:00:00,0.0026,0.00265,0.00277,0.0026,52094.917284980045
2016-07-29 08:00:00,0.0026511,0.002669,0.0027019,0.00255,55843.206634289985
2016-07-29 09:00:00,0.0026843,0.002667,0.00271,0.002612,21192.603017169964
2016-07-29 10:00:00,0.002638,0.00258,0.0026509,0.00258,22580.654117160007
2016-07-29 11:00:00,0.0025541,0.002525,0.002631,0.0025,37827.268911080006
2016-07-29 12:00:00,0.0025221,0.00255,0.0026059,0.002472,69320.51785896998
2016-07-29 13:00:00,0.0025791,0.00244,0.00259,0.00236,157083.36923368985
2016-07-29 14:00:00,0.00243,0.0024514,0.0024997,0.0023999,56190.57910418997
2016-07-29 15:00:00,0.0024425,0.00253,0.00255,0.002421,32835.56889918
2016-07-29 16:00:00,0.0025063,0.002437,0.0025366,0.002423,23950.600427819987
2016-07-29 17:00:00,0.002426,0.002451,0.00248,0.002426,60127.47921628003
2016-07-29 18:00:00,0.002451,0.00244,0.0024699,0.00243,31554.829790229996
2016-07-29 19:00:00,0.002465,0.0024875,0.0024999,0.00246,56106.82171405001
2016-07-29 20:00:00,0.00248,0.00248,0.002568,0.002467,100464.66607936996
2016-07-29 21:00:00,0.0024999,0.002549,0.002575,0.00249,54678.69343580998
2016-07-29 22:00:00,0.0025489,0.00251,0.00255,0.002446,44126.723717900015
2016-07-29 23:00:00,0.0025125,0.0025,0.00256,0.002484,43907.51824268001
2016-07-30 00:00:00,0.0025,0.00249,0.00255,0.0024651,16706.34333044
2016-07-30 01:00:00,0.00249,0.0025093,0.00251,0.00249,16349.341813719995
2016-07-30 02:00:00,0.0024914,0.00255,0.00261,0.0024914,76940.01925457995
2016-07-30 03:00:00,0.0025584,0.00257,0.0026087,0.0025583,21463.73964642
2016-07-30 04:00:00,0.00257,0.002552,0.00258,0.002515,62357.358820449976
2016-07-30 05:00:00,0.00255,0.002512,0.00257,0.002465,89242.14097922
2016-07-30 06:00:00,0.002512,0.002526,0.002533,0.0025,6748.848475030001
2016-07-30 07:00:00,0.002499,0.002515,0.002523,0.002499,3736.205083
2016-07-30 08:00:00,0.002524,0.002495,0.0025269,0.002466,11415.67286814
2016-07-30 09:00:00,0.00249,0.0024635,0.0025175,0.00245,50886.745927039956
2016-07-30 10:00:00,0.0024635,0.0024798,0.0024799,0.0024565,7968.13848123
2016-07-30 11:00:00,0.0024889,0.002481,0.0025299,0.002481,2390.28707935
2016-07-30 12:00:00,0.0025079,0.002495,0.0025096,0.0024811,2534.3066062899998
2016-07-30 13:00:00,0.002495,0.0025,0.0025096,0.00248,3588.89059905
2016-07-30 14:00:00,0.0024731,0.00248,0.0024989,0.002471,5721.5298289600005
2016-07-30 15:00:00,0.002471,0.0024881,0.0024881,0.002454,6410.21785398
2016-07-30 16:00:00,0.00247,0.00242,0.00248,0.00242,39829.13035854004
2016-07-30 17:00:00,0.002421,0.0024,0.002424,0.00239,104410.42651468002
2016-07-30 18:00:00,0.0024,0.002414,0.002422,0.002381,46681.1018445405
2016-07-30 19:00:00,0.002422,0.002473,0.0024999,0.002403,56581.29752190002
2016-07-30 20:00:00,0.00246,0.002448,0.002476,0.002401,24891.633467269996
2016-07-30 21:00:00,0.002437,0.002415,0.00246,0.002415,8150.161072700001
2016-07-30 22:00:00,0.0024215,0.0023801,0.0024407,0.002372,14524.973007420003
2016-07-30 23:00:00,0.002381,0.00239,0.0024189,0.002372,17712.16786836
2016-07-31 00:00:00,0.002385,0.00242,0.0024419,0.002385,9478.525322460004
2016-07-31 01:00:00,0.00242,0.00245,0.0024509,0.0024151,23322.739895350038
2016-07-31 02:00:00,0.00245,0.002499,0.002499,0.00244,184584.90321718983
2016-07-31 03:00:00,0.002499,0.00253,0.00255,0.002499,73484.46930689004
2016-07-31 04:00:00,0.0025348,0.002554,0.0025929,0.00253,101800.59459834003
2016-07-31 05:00:00,0.002555,0.002601,0.0026099,0.002551,55107.79963786999
2016-07-31 06:00:00,0.002602,0.002625,0.002693,0.0026,47424.685988600024
2016-07-31 07:00:00,0.002616,0.0026155,0.002644,0.002586,71878.54655253996
2016-07-31 08:00:00,0.0026155,0.0026109,0.00262,0.002585,30971.58100835003
2016-07-31 09:00:00,0.002613,0.002768,0.002942,0.002613,173239.26003835993
2016-07-31 10:00:00,0.002741,0.00281,0.0028779,0.00274,70656.22674562981
2016-07-31 11:00:00,0.002798,0.00281,0.0029,0.00275,43265.35308350999
2016-07-31 12:00:00,0.00282,0.0028349,0.0029087,0.0028,66325.24425558998
2016-07-31 13:00:00,0.0028439,0.002887,0.002898,0.0027704,39675.50732374
2016-07-31 14:00:00,0.002887,0.002861,0.0029169,0.002826,60306.50461228994
2016-07-31 15:00:00,0.0028729,0.0030038,0.003086,0.00286,87959.57526782999
2016-07-31 16:00:00,0.00303,0.002945,0.0030889,0.002918,89248.65754106973
2016-07-31 17:00:00,0.002945,0.002925,0.002985,0.0028611,123764.73688060997
2016-07-31 18:00:00,0.002925,0.002989,0.002995,0.00292,85673.31019513977
2016-07-31 19:00:00,0.002989,0.002973,0.002995,0.002921,56386.351235899994
2016-07-31 20:00:00,0.0029829,0.00299,0.002998,0.0029213,59798.65176688998
2016-07-31 21:00:00,0.00299,0.002952,0.002992,0.002947,12352.725953120002
2016-07-31 22:00:00,0.002969,0.0028119,0.0029749,0.0028012,85902.95293192998
2016-07-31 23:00:00,0.0028012,0.002867,0.0029469,0.0028012,18422.591715520004
2016-08-01 00:00:00,0.002872,0.0028689,0.002944,0.0028321,20304.844701020007
2016-08-01 01:00:00,0.002869,0.0029053,0.002941,0.002813,22990.943344269992
2016-08-01 02:00:00,0.0029019,0.0029477,0.0029685,0.0029019,16041.346835260005
2016-08-01 03:00:00,0.00295,0.0028915,0.0029501,0.002848,10905.9189373
2016-08-01 04:00:00,0.0029119,0.002885,0.00295,0.002822,13823.068449729999
